Text,Subject,Object,Domain,Range
"CVE-2014-0779 The PLC driver in ServerMain.exe in the Kepware KepServerEX 4 component in Schneider Electric StruxureWare SCADA Expert ClearSCADA 2010 R2 build 71.4165 , 2010 R2.1 build 71.4325 , 2010 R3 build 72.4560 , 2010 R3.1 build 72.4644 , 2013 R1 build 73.4729 , 2013 R1.1 build 73.4832 , 2013 R1.1a build 73.4903 , 2013 R1.2 build 73.4955 , and 2013 R2 build 74.5094 allows remote attackers to cause a denial of service (application crash) via a crafted OPF file ( aka project file ) . ",The PLC driver in ServerMain.exe ,to cause a denial of service ,Vulnerability,Weakness
CVE-2014-0781 Heap-based buffer overflow in BKCLogSvr.exe in Yokogawa CENTUM CS 3000 R3.09.50 and earlier allows remote attackers to execute arbitrary code via crafted UDP packets . ,Heap-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0783 Stack-based buffer overflow in BKHOdeq.exe in Yokogawa CENTUM CS 3000 R3.09.50 and earlier allows remote attackers to execute arbitrary code via a crafted TCP packet . ,Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0787 Stack-based buffer overflow in WellinTech KingSCADA before 3.1.2.13 allows remote attackers to execute arbitrary code via a crafted packet . ,Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
"CVE-2014-0789 Multiple buffer overflows in the OPC Automation 2.0 Server Object ActiveX control in Schneider Electric OPC Factory Server ( OFS ) TLXCDSUOFS33 3.5 and earlier , TLXCDSTOFS33 3.5 and earlier , TLXCDLUOFS33 3.5 and earlier , TLXCDLTOFS33 3.5 and earlier , and TLXCDLFOFS33 3.5 and earlier allow remote attackers to cause a denial of service via long arguments to unspecified functions . ",Multiple buffer overflows ,to cause a denial of service ,Vulnerability,Weakness
CVE-2014-0791 Integer overflow in the license read scope list function in libfreerdp/core/license.c in FreeRDP through 1.0.2 allows remote RDP servers to cause a denial of service ( application crash ) or possibly have unspecified other impact via a large ScopeCount value in a Scope List in a Server License Request packet . ,Integer overflow in the license read scope list function ,to cause a denial of service ( application crash ) or possibly have unspecified other impact ,Vulnerability,Weakness
CVE-2014-0793 Multiple cross-site scripting ( XSS ) vulnerabilities in the StackIdeas Komento ( com komento ) component before 1.7.3 for Joomla ! allow remote attackers to inject arbitrary web script or HTML via the ( 1 ) website or ( 2 ) latitude parameter in a comment to the default URI . ,Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0803 Directory traversal vulnerability in the tetra filer application 2.3.1 and earlier for Android 4.0.3 , tetra filer free application 2.3.1 and earlier for Android 4.0.3 , tetra filer application 1.5.1 and earlier for Android before 4.0.3, and tetra filer free application 1.5.1 and earlier for Android before 4.0.3 allows attackers to overwrite or create arbitrary files via unspecified vectors . ",Directory traversal vulnerability ,to overwrite or create arbitrary files ,Vulnerability,Weakness
"CVE-2014-0805 Directory traversal vulnerability in the NeoFiler application 5.4.3 and earlier , NeoFiler Free application 5.4.3 and earlier , and NeoFiler Lite application 2.4.2 and earlier for Android allows attackers to overwrite or create arbitrary files via unspecified vectors . ",Directory traversal vulnerability ,to overwrite or create arbitrary files ,Vulnerability,Weakness
CVE-2014-0809 Directory traversal vulnerability in the Gapless Player SimZip ( aka Simple Zip Viewer ) application before 1.2.1 for Android allows remote attackers to overwrite or create arbitrary files via a crafted filename . ,Directory traversal vulnerability ,to overwrite or create arbitrary files ,Vulnerability,Weakness
CVE-2014-0811 Cross-site scripting ( XSS ) vulnerability in Blackboard Vista/CE 8.0 SP6 and earlier allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0813 Cross-site request forgery ( CSRF ) vulnerability in phpMyFAQ before 2.8.6 allows remote attackers to hijack the authentication of arbitrary users for requests that modify settings . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of arbitrary users for requests that modify settings ,Vulnerability,Weakness
"CVE-2014-0817 Cybozu Garoon 2.x through 2.5.4 and 3.x through 3.7 SP3 does not properly manage sessions , which allows remote authenticated users to impersonate arbitrary users via unspecified vectors . ",does not properly manage sessions ,to impersonate arbitrary users ,Vulnerability,Weakness
CVE-2014-0819 Untrusted search path vulnerability in Autodesk AutoCAD before 2014 allows local users to gain privileges via a Trojan horse DLL in the current working directory . ,Untrusted search path vulnerability ,to gain privileges ,Vulnerability,Weakness
"CVE-2014-0821 SQL injection vulnerability in the download feature in Cybozu Garoon 2.x through 2.5.4 and 3.x through 3.7 SP3 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors , a different vulnerability than CVE-2013-6930 and CVE-2013-6931. ",SQL injection vulnerability ,to execute arbitrary SQL commands ,Vulnerability,Weakness
"CVE-2014-0825 Cross-site scripting ( XSS ) vulnerability in openreport.jsp in IBM Maximo Asset Management 7.x before 7.1.1.12 IFIX.20140321-1336 and 7.5.x before 7.5.0.5 IFIX006 ; SmartCloud Control Desk 7.x before 7.5.0.3 and 7.5.1.x before 7.5.1.2 ; and Tivoli IT Asset Management for IT , Tivoli Service Request Manager , Maximo Service Desk , and Change and Configuration Management Database ( CCMDB ) 7.x before 7.1.1.12 IFIX.20140218-1510 allows remote authenticated users to inject arbitrary web script or HTML via a crafted report parameter . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0827 Cross-site scripting ( XSS ) vulnerability in IBM InfoSphere Optim Workload Replay 1.1 allows remote attackers to inject arbitrary web script or HTML via a crafted URL . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0829 Multiple buffer overflows in IBM Rational ClearCase 7.x before 7.1.2.13 , 8.0.0.x before 8.0.0.10 , and 8.0.1.x before 8.0.1.3 allow remote authenticated users to obtain privileged access via unspecified vectors . ",Multiple buffer overflows ,to obtain privileged access ,Vulnerability,Weakness
CVE-2014-0831 Cross-site request forgery ( CSRF ) vulnerability in the OAC component in IBM Financial Transaction Manager ( FTM ) 2.0 before 2.0.0.3 allows remote attackers to hijack the authentication of arbitrary users for requests that modify configuration data . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of arbitrary users for requests that modify configuration data ,Vulnerability,Weakness
"CVE-2014-0833 The OAC component in IBM Financial Transaction Manager ( FTM ) 2.0 before 2.0.0.3 does not properly enforce operator-intervention requirements , which allows remote authenticated users to bypass intended access restrictions via an unspecified process step . ",does not properly enforce operator-intervention requirements ,to bypass intended access restrictions ,Vulnerability,Weakness
CVE-2014-0835 Cross-site request forgery ( CSRF ) vulnerability in IBM Security QRadar SIEM 7.2 MR1 and earlier allows remote attackers to hijack the authentication of administrators for requests that modify console Auto Update settings . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of administrators for requests that modify console Auto Update settings ,Vulnerability,Weakness
"CVE-2014-0837 The AutoUpdate process in IBM Security QRadar SIEM 7.2 MR1 and earlier does not verify X.509 certificates from SSL servers , which allows man-in-the-middle attackers to spoof servers via a crafted certificate . ",does not verify X.509 certificates from SSL servers ,to spoof servers ,Vulnerability,Weakness
CVE-2014-0843 Cross-site scripting ( XSS ) vulnerability in IBM Rational Focal Point 6.4.x and 6.5.x before 6.5.2.3 and 6.6.x before 6.6.1 allows remote authenticated users to inject arbitrary web script or HTML by uploading a file . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0845 Open redirect vulnerability in IBM Rational Requirements Composer 3.x before 3.0.1.6 iFix2 and 4.x before 4.0.6 , and Rational DOORS Next Generation 4.x before 4.0.6 , allows remote authenticated users to redirect users to arbitrary web sites and conduct phishing attacks via a crafted URL . ",Open redirect vulnerability ,to redirect users to arbitrary web sites and conduct phishing attacks ,Vulnerability,Weakness
CVE-2014-0853 Multiple cross-site scripting ( XSS ) vulnerabilities in the (1) ForwardController and (2) AttributeEditor scripts in IBM Rational Focal Point 6.4.x and 6.5.x before 6.5.2.3 and 6.6.x before 6.6.1 allow remote authenticated users to inject arbitrary web script or HTML via unspecified vectors . ,Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0855 Multiple cross-site scripting ( XSS ) vulnerabilities in IBM Connections Portlets 4.x before 4.5.1 FP1 for IBM WebSphere Portal 7.0.0.2 and 8.0.0.1 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0859 The web-server plugin in IBM WebSphere Application Server ( WAS ) 7.x before 7.0.0.33 , 8.x before 8.0.0.9 , and 8.5.x before 8.5.5.2 , when POST retries are enabled , allows remote attackers to cause a denial of service (daemon crash) via unspecified vectors . ",when POST retries are enabled ,to cause a denial of service ,Vulnerability,Weakness
"CVE-2014-0861 Cross-site scripting ( XSS ) vulnerability in the server in IBM Cognos Business Intelligence (BI) 8.4.1 , 10.1 before IF6 , 10.1.1 before IF5 , 10.2 before IF7 , 10.2.1 before IF4 , and 10.2.1.1 before IF4 allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter that is not properly handled during use of the Back button . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0863 The client in IBM Cognos TM1 9.5.2.3 before IF5 , 10.1.1.2 before IF1 , 10.2.0.2 before IF1 , and 10.2.2.0 before IF1 stores obfuscated passwords in memory , which allows remote authenticated users to obtain sensitive cleartext information via an unspecified security tool . ",stores obfuscated passwords in memory ,to obtain sensitive cleartext information ,Vulnerability,Weakness
"CVE-2014-0865 RICOS in IBM Algo Credit Limits ( aka ACLM ) 4.5.0 through 4.7.0 before 4.7.0.03 FP5 in IBM Algorithmics relies on client-side input validation , which allows remote authenticated users to bypass intended dual-control restrictions and modify data via crafted serialized objects , as demonstrated by limit manipulations . ",relies on client-side input validation ,to bypass intended dual-control restrictions and modify data ,Vulnerability,Weakness
CVE-2014-0867 rcore6/main/addcookie.jsp in RICOS in IBM Algo Credit Limits ( aka ACLM ) 4.5.0 through 4.7.0 before 4.7.0.03 FP5 in IBM Algorithmics allows remote attackers to create or modify cookies via the query string . ,rcore6/main/addcookie.jsp ,to create or modify cookies ,Vulnerability,Weakness
"CVE-2014-0869 The decrypt function in RICOS in IBM Algo Credit Limits ( aka ACLM ) 4.5.0 through 4.7.0 before 4.7.0.03 FP5 in IBM Algorithmics does not require a key , which makes it easier for remote attackers to obtain cleartext passwords by sniffing the network and then providing a string argument to this function . ",does not require a key ,to obtain cleartext passwords ,Vulnerability,Weakness
"CVE-2014-0873 Multiple cross-site request forgery ( CSRF ) vulnerabilities in the ( 1 ) Data Stewardship , ( 2 ) Business Admin , and ( 3 ) Product interfaces in IBM InfoSphere Master Data Management ( MDM ) Server 8.5 before 8.5.0.82 , 9.0.1 before 9.0.1.38 , 9.0.2 before 9.0.2.35 , 10.0 before 10.0.0.0.26 , and 10.1 before 10.1.0.0.15 allow remote attackers to hijack the authentication of arbitrary users . ",Multiple cross-site request forgery ( CSRF ) vulnerabilities ,to hijack the authentication of arbitrary users ,Vulnerability,Weakness
"CVE-2014-0879 Stack-based buffer overflow in the Taskmaster Capture ActiveX control in IBM Datacap Taskmaster Capture 8.0.1 , and 8.1 before FP2 , allows remote attackers to execute arbitrary code via unspecified vectors . ",Stack-based buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0885 Cross-site request forgery ( CSRF ) vulnerability in the Admin Web UI in IBM Lotus Protector for Mail Security 2.8.x before 2.8.1-22905 allows remote authenticated users to hijack the authentication of unspecified victims via unknown vectors . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of unspecified victims ,Vulnerability,Weakness
"CVE-2014-0889 Multiple cross-site scripting ( XSS ) vulnerabilities in IBM Atlas Suite ( aka Atlas Policy Suite ) , as used in Atlas eDiscovery Process Management through 6.0.3 , Disposal and Governance Management for IT through 6.0.3 , and Global Retention Policy and Schedule Management through 6.0.3 , allow remote attackers to inject arbitrary web script or HTML via unspecified parameters . ",Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0893 Cross-site scripting ( XSS ) vulnerability in customreport.jsp in IBM Maximo Asset Management 7.5.x before 7.5.0.5 IFIX006 and SmartCloud Control Desk 7.x before 7.5.0.3 and 7.5.1.x before 7.5.1.2 allows remote authenticated users to inject arbitrary web script or HTML via unspecified parameters . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0895 Buffer overflow in the vsflex8l ActiveX control in IBM SPSS SamplePower 3.0.1 before FP1 3.0.1-IM-S3SAMPC-WIN32-FP001-IF02 allows remote attackers to execute arbitrary code via a crafted ComboList property value . ,Buffer overflow ,to execute arbitrary code ,Vulnerability,Weakness
"CVE-2014-0897 The Configuration Patterns component in IBM Flex System Manager ( FSM ) 1.2.0.x , 1.2.1.x , 1.3.0.x , and 1.3.1.x uses a weak algorithm in an encryption step during Chassis Management Module ( CMM ) account creation , which makes it easier for remote authenticated users to defeat cryptographic protection mechanisms via unspecified vectors . ",uses a weak algorithm in an encryption step during Chassis Management Module ( CMM ) account creation ,to defeat cryptographic protection mechanisms ,Vulnerability,Weakness
CVE-2014-0901 Cross-site scripting ( XSS ) vulnerability in the Social Rendering implementation in the IBM Connections integration in IBM WebSphere Portal 8.0.0.x before 8.0.0.1 CF11 allows remote authenticated users to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0905 IBM InfoSphere BigInsights 2.0 through 2.1.2 does not set the secure flag for the LTPA cookie in an https session , which makes it easier for remote attackers to capture this cookie by intercepting its transmission within an http session . ",does not set the secure flag for the LTPA cookie in an https session ,to capture this cookie ,Vulnerability,Weakness
"CVE-2014-0907 Multiple untrusted search path vulnerabilities in unspecified ( 1 ) setuid and ( 2 ) setgid programs in IBM DB2 9.5 , 9.7 before FP9a , 9.8 , 10.1 before FP3a , and 10.5 before FP3a on Linux and UNIX allow local users to gain root privileges via a Trojan horse library . ",Multiple untrusted search path vulnerabilities ,to gain root privileges ,Vulnerability,Weakness
"CVE-2014-0909 The Administration and Reporting Tool in IBM Rational License Key Server ( RLKS ) 8.1.4.x before 8.1.4.4 does not set the secure flag for the session cookie in an https session , which makes it easier for remote attackers to capture this cookie by intercepting its transmission within an http session . ",does not set the secure flag for the session cookie in an https session ,to capture this cookie ,Vulnerability,Weakness
"CVE-2014-0913 Cross-site scripting ( XSS ) vulnerability in IBM iNotes and Domino 8.5.3 FP6 before IF2 and 9.0.1 before FP1 allows remote attackers to inject arbitrary web script or HTML via an e-mail message , aka SPR BFEY9GXHZE . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0915 Multiple cross-site scripting ( XSS ) vulnerabilities in IBM Maximo Asset Management 6.2 through 6.2.8 , 6.x and 7.1 through 7.1.1.2 , and 7.5 through 7.5.0.6 ; Maximo Asset Management 7.5 through 7.5.0.3 and 7.5.1 through 7.5.1.2 for SmartCloud Control Desk; and Maximo Asset Management 6.2 through 6.2.8 , 7.1 through 7.1.1.2 , and 7.2 for Tivoli Asset Management for IT and certain other products allow remote authenticated users to inject arbitrary web script or HTML via ( 1 ) the KPI display name field or ( 2 ) a portlet field . ",Multiple cross-site scripting ( XSS ) vulnerabilities ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0917 Cross-site scripting ( XSS ) vulnerability in IBM Eclipse Help System ( IEHS ) in IBM WebSphere Portal 6.1.0 through 6.1.0.6 CF27 , 6.1.5 through 6.1.5.3 CF27 , 7.0 through 7.0.0.2 CF27 , and 8.0 before 8.0.0.1 CF06 allows remote attackers to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0919 IBM DB2 9.5 through 10.5 on Linux , UNIX , and Windows stores passwords during the processing of certain SQL statements by the monitoring and audit facilities , which allows remote authenticated users to obtain sensitive information via commands associated with these facilities . ",stores passwords during the processing of certain SQL statements by the monitoring and audit facilities ,to obtain sensitive information ,Vulnerability,Weakness
CVE-2014-0925 Open redirect vulnerability in IBM Sterling Control Center 5.4.0 before 5.4.0.1 iFix 3 and 5.4.1 before 5.4.1.0 iFix 2 allows remote authenticated users to redirect users to arbitrary web sites and conduct phishing attacks via a crafted URL . ,Open redirect vulnerability ,to redirect users to arbitrary web sites and conduct phishing attacks ,Vulnerability,Weakness
CVE-2014-0929 Cross-site request forgery ( CSRF ) vulnerability in the Profiles component in IBM Connections through 3.0.1.1 CR3 allows remote authenticated users to hijack the authentication of arbitrary users for requests that trigger follow actions . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of arbitrary users for requests that trigger follow actions ,Vulnerability,Weakness
CVE-2014-0933 Cross-site request forgery ( CSRF ) vulnerability in IBM InfoSphere Information Server Metadata Workbench 8.1 through 9.1 allows remote attackers to hijack the authentication of arbitrary users . ,Cross-site request forgery ( CSRF ) vulnerability ,to hijack the authentication of arbitrary users ,Vulnerability,Weakness
CVE-2014-0935 Unspecified vulnerability in IBM Smart Analytics System 7700 before FP 2.1.3.0 and 7710 before FP 2.1.3.0 allows local users to gain privileges via vectors related to events . ,Unspecified vulnerability ,to gain privileges ,Vulnerability,Weakness
"CVE-2014-0941 Cross-site scripting ( XSS ) vulnerability in webtop/eventviewer/eventViewer.jsp in the Web GUI in IBM Netcool/OMNIbus 7.4.0 before FP2 allows remote authenticated users to inject arbitrary web script or HTML via a crafted URL , a different vulnerability than CVE-2014-0942. ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
"CVE-2014-0945 Cross-site scripting ( XSS ) vulnerability in the RES Console in Rule Execution Server in IBM Operational Decision Manager 7.5 before FP3 IF37 , 8.0 before MP1 FP2 , and 8.5 before MP1 IF26 allows remote authenticated users to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
CVE-2014-0947 Unspecified vulnerability in the server in IBM Rational Software Architect Design Manage r 4.0.6 allows remote authenticated users to execute arbitrary code via a crafted update site . ,Unspecified vulnerability ,to execute arbitrary code ,Vulnerability,Weakness
CVE-2014-0951 Cross-site scripting ( XSS ) vulnerability in FilterForm.jsp in IBM WebSphere Portal 7.0 before 7.0.0.2 CF28 and 8.0 before 8.0.0.1 CF12 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,to inject arbitrary web script or HTML ,Vulnerability,Weakness
