Text,Subject,Object,Relation,Confidence Score
CVE-2 Multiple cross-site request forgery ( CSRF ) vulnerabilities in PHPJabbers Appointment Scheduler 2 allow remote attackers to hijack the authentication of administrators for requests that (1) conduct cross-site scripting (XSS) attacks via the i18n [ 1 ] [ name ] parameter in a pjActionCreate action to the pjAdminServices controller or (2 add an administrator via a pjActionCreate action to the pjAdminUsers controller. ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,i18n [ 1 ] [ name ] parameter in a pjActionCreate action to the pjAdminServices controller ,hasMeans,0.981251586350483
CVE-2014-100031 Multiple SQL injection vulnerabilities in Ganesha Digital Library ( GDL ) 4.2 allow remote attackers to execute arbitrary SQL commands via the id parameter in (1) download.php or (2) main.php. ,Multiple SQL injection vulnerabilities ,id parameter ,hasMeans,0.9963799542751736
CVE-2014 Multiple cross-site request forgery ( CSRF ) vulnerabilities in Maian Uploader 4 allow remote attackers to hijack the authentication of unspecified users for requests that conduct cross-site scripting ( XSS ) attacks via the width parameter to (1) uploader/admin/js/load or (2) uploader/js/load ,Multiple cross-site request forgery ( CSRF ) vulnerabilities ,width parameter ,hasMeans,0.9793759665001649
CVE-2014-1206 SQL injection vulnerability in the password reset page in Open Web Analytics ( OWA ) before 1.5.5 allows remote attackers to execute arbitrary SQL commands via the owa email address parameter in a base.passwordResetRequest action to index.php . ,SQL injection vulnerability ,execute arbitrary SQL commands via the owa email address parameter in a base.passwordResetRequest action to index.php . ,hasMeans,0.9952654729962499
CVE-2014-1232 Cross-site scripting ( XSS ) vulnerability in the Foliopress WYSIWYG plugin before 2.6.8.5 for WordPress allows remote attackers to inject arbitrary web script or HTML via unspecified vectors . ,Cross-site scripting ( XSS ) vulnerability ,inject arbitrary web script or HTML via unspecified vectors . ,hasMeans,0.9949978481842214
CVE-2014-1253 AppleMNT.sys in Apple Boot Camp 5 before 5.1 allows local users to cause a denial of service ( kernel memory corruption ) or possibly have unspecified other impact via a malformed header in a Portable Executable ( PE ) file . ,AppleMNT.sys ,denial of service ( kernel memory corruption ) or possibly have unspecified other impact via a malformed header in a Portable Executable ( PE ) file . ,hasMeans,0.9970234372448367
CVE-2014-1259 Buffer overflow in File Bookmark in Apple OS X Productbefore 10.9.2 allows attackers to execute arbitrary code or cause a denial of service ( application crash ) via a crafted filename. ,Buffer overflow ,execute arbitrary code or cause a denial of service ( application crash ) ,hasMeans,0.9978149645500705
CVE-2014-1261 Integer signedness error in CoreText in Apple OS X Productbefore 10.9.2 allows remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via a crafted Unicode font. ,Integer signedness error ,execute arbitrary code or cause a denial of service ( application crash ) ,hasMeans,0.9967072890202673
CVE-2014-1275 Buffer overflow in ImageIO in Apple iOS before 7.1 andApple TV before 6.1 allows remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via crafted JPEG2000 data in a PDF document ,Buffer overflow ,execute arbitrary code or cause a denial of service ( application crash ) ,hasMeans,0.9989274643210081
CVE-2014-1315 Format string vulnerability in CoreServicesUIAgent in Apple OS X 10.9.x through 10.9.2 allows remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via format string specifiers in a URL. ,Format string vulnerability ,execute arbitrary code or cause a denial of service ( application crash ) ,hasMeans,0.9982345132415843
CVE-2014-1319 Buffer overflow in ImageIO in Apple OS X 10.9.x through 10.9.2 remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via a crafted JPEG image. ,Buffer overflow ,execute arbitrary code or cause a denial of service ( application crash ) ,hasMeans,0.9983796421695637
CVE-2014-1349 Use-after-free vulnerability in Safari in Apple iOS before 7.1.2 allows remote attackers to execute arbitrary code or cause a denial of service ( application crash ) via an invalid URL. ,Use-after-free vulnerability ,execute arbitrary code or cause a denial of service ( application crash ) ,hasMeans,0.9988869703771222
"CVE-2014-1359 Integer underflow in launchd in Apple iOS before 7.1.2, Apple OS X before 10.9.4, and Apple TV before 6.1.2 allows attackers to execute arbitrary code via a crafted application. ",Integer underflow ,execute arbitrary code ,hasMeans,0.9949229621533554
CVE-2014-1371 Array index error in Dock in Apple OS X before 10.9.4 allows attackers to execute arbitrary code or cause a denial of service ( incorrect function-pointer dereference and application crash ) by leveraging access to a sandboxed application for sending a message. ,Array index error ,execute arbitrary code or cause a denial of service ( incorrect function-pointer dereference and application crash ) ,hasMeans,0.9971413833159345
CVE-2014-1377 Array index error in IOAcceleratorFamily in Apple OS X before 10.9.4 allows attackers to execute arbitrary code via a crafted application . ,Array index error ,execute arbitrary code via a crafted application . ,hasMeans,0.9942933191673586
"CVE-2014-1401 Multiple SQL injection vulnerabilities in AuraCMS 2.3 and earlier allow remote authenticated users to execute arbitrary SQL commands via the ( 1 ) search parameter to mod/content/content.php or ( 2 ) CLIENT IP Means,( 3 ) X FORWARDED FOR Means,( 4 ) X FORWARDED Means,( 5 ) FORWARDED FOR Means,or ( 6 ) FORWARDED HTTP header to index.php . ",Multiple SQL injection vulnerabilities ,"execute arbitrary SQL commands via the ( 1 ) search parameter to mod/content/content.php or ( 2 ) CLIENT IP Means,( 3 ) X FORWARDED FOR Means,( 4 ) X FORWARDED Means,( 5 ) FORWARDED FOR Means,or ( 6 ) FORWARDED HTTP header to index.php . ",hasMeans,0.9942796926380421
CVE-2014-1403 Cross-site scripting ( XSS ) vulnerability in name.html in easyXDM before 2.4.19 allows remote attackers to inject arbitrary web script or HTML via the location.hash value . ,Cross-site scripting ( XSS ) vulnerability ,inject arbitrary web script or HTML via the location.hash value . ,hasMeans,0.9897832920794367
CVE-2014-1445 The wanxl ioctl function in drivers/net/wan/wanxl.c in the Linux kernel before 3.11.7 does not properly initialize a certain data structure which allows local users to obtain sensitive information from kernel memory via an ioctl call . ,wanxl ioctl function ,obtain sensitive information from kernel memory via an ioctl call . ,hasMeans,0.9943575865728409
CVE-2014-1455 SQL injection vulnerability in the password reset functionality in Pearson eSIS Enterprise Student Information System possibly 3.3.0.13 and earlier allows remote attackers to execute arbitrary SQL commands via the new password . ,SQL injection vulnerability ,execute arbitrary SQL commands via the new password . ,hasMeans,0.9984327800075796
"CVE-2014-1523 Heap-based buffer overflow in the read u32 function in Mozilla Firefox before 29.0, Firefox ESR 24.x before 24.5, Thunderbird before 24.5, and SeaMonkey before 2.26 allows remote attackers to cause a denial of service ( out-of-bounds read and application crash ) via a crafted JPEG image . ",Heap-based buffer overflow ,denial of service ( out-of-bounds read and application crash ) via a crafted JPEG image . ,hasMeans,0.9947289467380562
CVE-2014-1525 The mozilla : :dom : :TextTrack : :AddCue function in Mozilla Firefox before 29.0 and SeaMonkey before 2.26 does not properly perform garbage collection for Text Track Manager variables which allows remote attackers to execute arbitrary code or cause a denial of service ( use-after-free and heap memory corruption ) via a crafted VIDEO element in an HTML document . ,mozilla : :dom : :TextTrack : :AddCue function ,execute arbitrary code or cause a denial of service ( use-after-free and heap memory corruption ) via a crafted VIDEO element in an HTML document . ,hasMeans,0.9972576161168191
"CVE-2014-1531 Use-after-free vulnerability in the nsGenericHTMLElement : :GetWidthHeightForImage function in Mozilla Firefox before 29.0, Firefox ESR 24.x before 24.5, Thunderbird before 24.5, and SeaMonkey before 2.26 allows remote attackers to execute arbitrary code or cause a denial of service ( heap memory corruption ) via vectors involving an imgLoader object that is not properly handled during an image-resize operation . ",Use-after-free vulnerability ,execute arbitrary code or cause a denial of service ( heap memory corruption ) via vectors involving an imgLoader object that is not properly handled during an image-resize operation . ,hasMeans,0.9977573755773546
"CVE-2014-1533 Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 30.0, Firefox ESR 24.x before 24.6, and Thunderbird before 24.6 allow remote attackers to cause a denial of service ( memory corruption and application crash ) or possibly execute arbitrary code via unknown vectors . ",Multiple unspecified vulnerabilities ,denial of service ( memory corruption and application crash ) or possibly execute arbitrary code via unknown vectors . ,hasMeans,0.9993250747848886
"CVE-2014-1541 Use-after-free vulnerability in the RefreshDriverTimer : :TickDriver function in the SMIL Animation Controller in Mozilla Firefox before 30.0 Firefox ESR 24.x before 24.6, and Thunderbird before 24.6 allows remote attackers to execute arbitrary code or cause a denial of service ( heap memory corruption ) via crafted web content . ",Use-after-free vulnerability ,execute arbitrary code or cause a denial of service ( heap memory corruption ) via crafted web content . ,hasMeans,0.995224095783148
CVE-2014-1543 Multiple heap-based buffer overflows in the navigator.getGamepads function in the Gamepad API in Mozilla Firefox before 30.0 allow remote attackers to execute arbitrary code by using non-contiguous axes with a ( 1 ) physical or ( 2 ) virtual Gamepad device . ,Multiple heap-based buffer overflows ,execute arbitrary code by using non-contiguous axes with a ( 1 ) physical or ( 2 ) virtual Gamepad device . ,hasMeans,0.9885632465434964
"CVE-2014-1547 Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 31.0, Firefox ESR 24.x before 24.7, and Thunderbird before 24.7 allow remote attackers to cause a denial of service ( memory corruption and application crash ) or possibly execute arbitrary code via unknown vectors . ",Multiple unspecified vulnerabilities ,denial of service ( memory corruption and application crash ) or possibly execute arbitrary code via unknown vectors . ,hasMeans,0.9993355827544859
CVE-2014-1549 The mozilla : :dom : :AudioBufferSourceNodeEngine : :CopyFromInputBuffer function in Mozilla Firefox before 31.0 and Thunderbird before 31.0 does not properly allocate Web Audio buffer memory which allows remote attackers to execute arbitrary code or cause a denial of service ( buffer overflow and application crash ) via crafted audio content that is improperly handled during playback buffering . ,The mozilla : :dom : :AudioBufferSourceNodeEngine : :CopyFromInputBuffer function ,execute arbitrary code or cause a denial of service ( buffer overflow and application crash ) via crafted audio content that is improperly handled during playback buffering . ,hasMeans,0.997004673436951
"CVE-2014-1551 Use-after-free vulnerability in the FontTableRec destructor in Mozilla Firefox before 31.0, Firefox ESR 24.x before 24.7, and Thunderbird before 24.7 on Windows allows remote attackers to execute arbitrary code via crafted use of fonts in MathML content Means,leading to improper handling of a DirectWrite font-face object . ",Use-after-free vulnerability ,"execute arbitrary code via crafted use of fonts in MathML content Means,leading to improper handling of a DirectWrite font-face object . ",hasMeans,0.99413193450299
CVE-2014-1597 SQL injection vulnerability in the CMDB web application in synetics i-doit pro before 1.2.5 and i-doit open allows remote attackers to execute arbitrary SQL commands via the objID parameter to the default URI . ,SQL injection vulnerability ,the objID parameter to the default URI . ,hasMeans,0.9973975564670468
"CVE-2014-1599 Multiplecross-site scripting ( XSS ) vulnerabilities in the SFR Box router with firmware NB6-MAIN-R3.3.4 allow remote attackers to inject arbitrary web script or HTML via unspecified parameters to ( 1 ) dns Means,( 2 ) dhcp Means,( 3 ) nat Means,( 4 ) route Means,or ( 5 ) lan in network/ ; or ( 6 ) wifi/config . ",Multiplecross-site scripting ( XSS ) vulnerabilities ,"unspecified parameters to ( 1 ) dns Means,( 2 ) dhcp Means,( 3 ) nat Means,( 4 ) route Means,or ( 5 ) lan in network/ ; or ( 6 ) wifi/config . ",hasMeans,0.9826176917124784
"CVE-2014-1603 Multiple cross-site scripting ( XSS ) vulnerabilities in GetSimple CMS 3.3.1 allow remote attackers to inject arbitrary web script or HTML via the( 1 ) param parameter to admin/load.php or ( 2 ) user Means,( 3 ) email Means,or ( 4 ) name parameter in a Save Settings action to admin/settings.php . ",cross-site scripting ( XSS ) vulnerabilities ,"the( 1 ) param parameter to admin/load.php or ( 2 ) user Means,( 3 ) email Means,or ( 4 ) name parameter ",hasMeans,0.9858319052626829
"CVE-2014-1609 Multiple SQL injection vulnerabilities in MantisBT before 1.2.16 allow remote attackers to execute arbitrary SQL commands via unspecified parameters to the (1) mc project get function in api/soap/mc project the (2) news get limited function in core/news the (3) summary print by (4) summary print by (5) summary print by (6) summary print by or (7) summary print by function in core/summary the (8) create bug enum or (9) enum bug function in plugins/MantisGraph/core/graph (10) bug graph or (11) bug graph in plugins/MantisGraph/pages/; or (12) proj doc related to use of the db function, a different vulnerability than CVE-2014-1608. ",SQL injection vulnerabilities ,execute arbitrary SQL commands via unspecified parameters ,hasMeans,0.9960491391120936
CVE-2014-1611 Cross-site scripting ( XSS ) vulnerability in the Anonymous Posting module 7.x-1.2 and 7.x-1.3 for Drupal allows remote attackers to inject arbitrary web script or HTML via the contact name field . ,Cross-site scripting ( XSS ) vulnerability ,inject arbitrary web script or HTML via the contact name field . ,hasMeans,0.9929614610673204
"CVE-2014-1619 Multiple SQL injection vulnerabilities in Cubic CMS 5.1.1 Versionnumber,5.1.2 Versionnumber,and 5.2 allow remote attackers to execute arbitrary SQL commands via the (1) resource id or ( 2 ) version id parameter to recursos/agent.php or ( 3 ) login or ( 4 ) pass parameter to login.usuario. ",SQL injection ,execute arbitrary SQL commands ,hasMeans,0.9962184802302705
"CVE-2014-1683 The bashMail function in cms/data/skins/techjunkie/fragments/contacts/functions.php in SkyBlueCanvas CMS before 1.1 r248-04 when the pid parameter is 4, allows remote attackers to execute arbitrary commands via shell metacharacters in the (1) name,( 2 ) email Means,( 3 ) subject Means,or ( 4 ) message parameter to index.php . ",shell metacharacters ,"name,( 2 ) email Means,( 3 ) subject Means,or ( 4 ) message parameter to index.php . ",hasMeans,0.9712737469838483
"CVE-2014-1803 Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2014-0282, CVE-2014-1775, CVE-2014-1779, CVE-2014-1799, and CVE-2014-2757. ",execute arbitrary code or cause a denial of service ( memory corruption ) ,a crafted web ,hasMeans,0.9973986115780318
"CVE-2014-1805 Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2014-1773, CVE-2014-1783, CVE-2014-1784, CVE-2014-1786, CVE-2014-1795, CVE-2014-2758, CVE-2014-2759, CVE-2014-2765, CVE-2014-2766, and CVE-2014-2775. ",execute arbitrary code or cause a denial of service ( memory corruption ) ,a crafted web ,hasMeans,0.9973986115780318
CVE-2014-1831 Phusion Passenger before 4.0.37 allows local users to write to certain files and directories via a symlink attack on ( 1 ) control process.pid or a ( 2 ) generation-* file . ,write to certain files and directories ,a symlink attack on ( 1 ) control process.pid or a ( 2 ) generation-* file . ,hasMeans,0.9957321626449106
CVE-2014-1837 Cross-site scripting ( XSS ) vulnerability in the StackIdeas Komento ( com komento ) component before 1.7.4 for Joomla ! allows remote attackers to inject arbitrary web script or HTML via vectors related to `` checking new comments . '' ,Cross-site scripting ( XSS ) ,vectors related to `` checking new comments . '' ,hasMeans,0.9924863816085264
CVE-2014-1855 Multiple cross-site scripting ( XSS ) vulnerabilities in Seo Panel before 3.5.0 allow remote attackers to inject arbitrary web script or HTML via the ( 1 ) capcheck parameter to directories.php or ( 2 ) keyword parameter to proxy.php . ,cross-site scripting ( XSS ) ,inject arbitrary web script or HTML ,hasMeans,0.9896427750569564
CVE-2014-1875 The Capture : :Tiny module before 0.24 for Perl allows local users to write to arbitrary files via a symlink attack on a temporary file. ,write to arbitrary files ,symlink attack ,hasMeans,0.9983773539883495
CVE-2014-1881 Apache Cordova 3.3.0 and earlier and Adobe PhoneGap 2.9.0 and earlier allow remote attackers to bypass intended device-resource restrictions of an event-based bridge via a crafted library clone that leverages IFRAME script execution and waits a certain amount of time for an OnJsPrompt handler return value as an alternative to correct synchronization . ,bypass intended device-resource restrictions of an event-based bridge ,a crafted library clone that leverages IFRAME script execution and waits a certain amount of time for an OnJsPrompt handler return value as an alternative to correct synchronization . ,hasMeans,0.9976891306595552
"CVE-2014-1905 Unrestricted file upload vulnerability in ls/vw in the VideoWhisper Live Streaming Integration plugin before 4.29.5 for WordPress allows remote attackers to execute arbitrary PHP code by uploading a file with a double extension, and then accessing the file via a direct request to a wp-content/plugins/videowhisper-live-streaming-integration/ls/snapshots/ pathname as demonstrated by a .php.jpg filename. ",Unrestricted file upload ,execute arbitrary PHP code ,hasMeans,0.99765149141374
CVE-2014-1945 SQL injection vulnerability in ajax udf.php in OpenDocMan before 1.2.7.2 allows remote attackers to execute arbitrary SQL commands via the add value parameter . ,SQL injection ,execute arbitrary SQL commands ,hasMeans,0.9939491763218201
"CVE-2014-2045 Multiple cross-site scripting ( XSS ) vulnerabilities in the old and new interfaces in Viprinet Multichannel VPN Router 300 allow remote attackers to inject arbitrary web script or HTML via the username when ( 1 ) logging in or ( 2 ) creating an account in the old interface Means,( 3 ) username when creating an account in the new interface Means,( 4 ) hostname in the old interface Means,( 5 ) inspect parameter in the config module Means,( 6 ) commands parameter in the atcommands tool Means,or ( 7 ) host parameter in the ping tool . ",cross-site scripting ( XSS ) ,"the username when ( 1 ) logging in or ( 2 ) creating an account in the old interface Means,( 3 ) username when creating an account in the new interface Means,( 4 ) hostname in the old interface Means,( 5 ) inspect parameter in the config module Means,( 6 ) commands parameter in the atcommands tool Means,or ( 7 ) host parameter in the ping tool . ",hasMeans,0.9723578675905277
CVE-2014-2049 The default Flash Cross Domain policies in ownCloud before 5.0.15 and 6.x before 6.0.2 allows remote attackers to access user files via unspecified vectors . ,access user files ,unspecified vectors . ,hasMeans,0.996525072355417
CVE-2014-2059 Directory traversal vulnerability in the CLI job creation ( hudson/cli/CreateJobCommand.java ) in Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users to overwrite arbitrary files via the job name . ,Directory traversal ,the job name . ,hasMeans,0.9985298564556172
CVE-2014-2063 Jenkins before 1.551 and LTS before 1.532.2 allows remote attackers to conduct clickjacking attacks via unspecified vectors . ,conduct clickjacking attacks ,unspecified vectors . ,hasMeans,0.9952010378324547
"CVE-2014-2077 Cross-site scripting ( XSS ) vulnerability in the frontend in Open-Xchange ( OX ) AppSuite 7.4.1 before 7.4.1-rev10 and 7.4.2 before 7.4.2-rev8 allows remote attackers to inject arbitrary web script or HTML via the subject of an email Means,involving 'the aria `` tags '' for screenreaders at the top bar ' . ",Cross-site scripting ( XSS ) ,"subject of an email Means,involving 'the aria `` tags '' for screenreaders at the top bar ' . ",hasMeans,0.9881866599654219
CVE-2014-2081 Multiple SQL injection vulnerabilities in the login in web reports/cgi-bin/InfoStation.cgi in Innovative vtls-Virtua before 2013.2.4 and 2014.x before 2014.1.1 allow remote attackers to execute arbitrary SQL commands via the ( 1 ) username or ( 2 ) password parameter . ,SQL injection ,the ( 1 ) username or ( 2 ) password parameter . ,hasMeans,0.9920045240584399
CVE-2014-2089 ILIAS 4.4.1 allows remote attackers to execute arbitrary PHP code via an e-mail attachment that leads to creation of a .php file with a certain client pathname. ,execute arbitrary PHP code ,an e-mail attachment ,hasMeans,0.9987172416967641
CVE-2014-2093 Untrusted search path vulnerability in Catfish through 0.4.0.3 allows local users to gain privileges via a Trojan horse catfish.py in the current working directory . ,Untrusted search path ,Trojan horse catfish.py in the current working directory . ,hasMeans,0.9968625402018982
"CVE-2014-1965 Cross-site scripting ( XSS ) vulnerability in ISpeakAdapte in the Integration Repository in the SAP Exchange Infrastructure ( BC-XI ) component 3.0 Versionnumber,7.00 through 7.02 Versionnumber,and 7.10 through 7.11 for SAP NetWeaver allows remote attackers to inject arbitrary web script or HTML via vectors related to PIP . ",Cross-site scripting ( XSS ) vulnerability ,vectors related to PIP . ,hasMeans,0.98728558379031
CVE-2014-1991 Open redirect vulnerability in WebPlatform / AppFramework 6.0 through 7.2 in NTT DATA INTRAMART intra-mart allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via unspecified vectors . ,Open redirect vulnerability ,unspecified vectors . ,hasMeans,0.9939626904220771
CVE-2014-2013 Stack-based buffer overflow in the xps parse function in xps/xps-common.c in MuPDF 1.3 and earlier allows remote attackers to execute arbitrary code via a large number of entries in the ContextColor value of the Fill attribute in a Path element . ,Stack-based buffer overflow ,large number of entries in the ContextColor value of the Fill attribute in a Path element . ,hasMeans,0.9960048370085233
CVE-2014-2043 SQL injection vulnerability in Resources/System/Templates/Data.aspx in Procentia IntelliPen before 1.1.18.1658 allows remote authenticated users to execute arbitrary SQL commands via the value parameter . ,SQL injection vulnerability ,the value parameter . ,hasMeans,0.9962664889629477
"CVE-2014-2045 Multiple cross-site scripting ( XSS ) vulnerabilities in the old and new interfaces in Viprinet Multichannel VPN Router 300 allow remote attackers to inject arbitrary web script or HTML via the username when ( 1 ) logging in or ( 2 ) creating an account in the old interface Means,( 3 ) username when creating an account in the new interface Means,( 4 ) hostname in the old interface Means,( 5 ) inspect parameter in the config module Means,( 6 ) commands parameter in the atcommands tool Means,or ( 7 ) host parameter in the ping tool . ",cross-site scripting ( XSS ) vulnerabilities ,"the username when ( 1 ) logging in or ( 2 ) creating an account in the old interface Means,( 3 ) username when creating an account in the new interface Means,( 4 ) hostname in the old interface Means,( 5 ) inspect parameter in the config module Means,( 6 ) commands parameter in the atcommands tool Means,or ( 7 ) host parameter in the ping tool . ",hasMeans,0.9723578673633096
CVE-2014-2067 Cross-site scripting ( XSS ) vulnerability in java/hudson/model/Cause.java in Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users to inject arbitrary web script or HTML via a `` remote cause note . '' ,Cross-site scripting ( XSS ) vulnerability ,`` remote cause note . '' ,hasMeans,0.995119878606062
"CVE-2014-2077 Cross-site scripting ( XSS ) vulnerability in the frontend in Open-Xchange ( OX ) AppSuite 7.4.1 before 7.4.1-rev10 and 7.4.2 before 7.4.2-rev8 allows remote attackers to inject arbitrary web script or HTML via the subject of an email Means,involving 'the aria `` tags '' for screenreaders at the top bar ' . ",Cross-site scripting ( XSS ) vulnerability ,"the subject of an email Means,involving 'the aria `` tags '' for screenreaders at the top bar ' . ",hasMeans,0.9881866608233808
CVE-2014-2081 Multiple SQL injection vulnerabilities in the login in web reports/cgi-bin/InfoStation.cgi in Innovative vtls-Virtua before 2013.2.4 and 2014.x before 2014.1.1 allow remote attackers to execute arbitrary SQL commands via the ( 1 ) username or ( 2 ) password parameter . ,Multiple SQL injection vulnerabilities ,the ( 1 ) username or ( 2 ) password parameter . ,hasMeans,0.9920045242673101
CVE-2014-2091 Cross-site scripting ( XSS ) vulnerability in mods/ standard/forums/admin/forum add.php in ATutor 2.1.1 allows remote authenticated administrators to inject arbitrary web script or HTML via the title parameter in an add forum action . NOTE: the original disclosure also reported issues that may not cross privilege boundaries. ,Cross-site scripting ( XSS ) vulnerability ,title parameter in an add forum action . ,hasMeans,0.9863946868066327
"CVE-2016-0210 IBM Sterling B2B Integrator Standard Edition could allow a remote attacker to obtain sensitive information. By allowing HTTP OPTIONS method, a remote attacker could send a specially-crafted query to a vulnerable server running to cause the server to disclose sensitive information in the HTTP response . ",specially-crafted query ,cause the server to disclose sensitive information in the HTTP response . ,hasMeans,0.9984960056534326
"CVE-2016-0224 SQL injection vulnerability in IBM Marketing Platform 8.5.x Versionnumber,8.6.x Versionnumber,and 9.x before 9.1.2.2 allows remote attackers to execute arbitrary SQL commands via unspecified vectors . ",SQL injection vulnerability ,via unspecified vectors . ,hasMeans,0.9938157579464438
"CVE-2016-0233 SQL injection vulnerability in IBM Marketing Platform 8.5.x Versionnumber,8.6.x Versionnumber,and 9.x before 9.1.2.2 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors . ",SQL injection ,execute arbitrary SQL commands via unspecified vectors . ,hasMeans,0.9940059387768769
"CVE-2016-0246 Cross-site scripting ( XSS ) vulnerability in IBM Security Guardium 8.2 before p310 Versionnumber,9.x through 9.5 before p700 Versionnumber,and 10.x through 10.1 before p100 allows remote attackers to inject arbitrary web script or HTML via a crafted URL . ",Cross-site scripting ( XSS ) vulnerability ,inject arbitrary web script or HTML via a crafted URL . ,hasMeans,0.9952164663559573
