Text,Subject,Object,Relation,Confidence Score
CVE-2014-0383 Unspecified vulnerability in the Oracle Identity Manager component in Oracle Fusion Middleware 11.1.2.0 and 11.1.2.1 allows remote authenticated users to affect confidentiality via unknown vectors related to Identity Console ,Unspecified vulnerability ,affect confidentiality ,hasConsequences,0.9922856220731073
"CVE-2014-0385 Unspecified vulnerability in Oracle Java SE 7u45 when installing on OS X, allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Install ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9992033611875745
"CVE-2014-0387 Unspecified vulnerability in Oracle Java SE 6u65 and Java SE 7u45 when running on Firefox, allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Deployment ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9989656634156735
CVE-2014-0389 Unspecified vulnerability in Oracle iLearning 6 allows remote attackers to affect integrity via unknown vectors related to Learner Pages ,Unspecified vulnerability ,affect integrity ,hasConsequences,0.9973372309294262
"CVE-2014-0391 Unspecified vulnerability in the Oracle Identity Manager component Oracle Fusion Middleware 11.1.1.5 Versionnumber,11.1.1.7 Versionnumber,11.1.2.0 Versionnumber,and 11.1.2.1 allows remote attackers to affect confidentiality via unknown vectors related to End User Self Service ",Unspecified vulnerability ,affect confidentiality ,hasConsequences,0.9910332093306303
"CVE-2014-0393 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.71 and earlier Versionnumber,5.5.33 and earlier Versionnumber,and 5.6.13 and earlier allows remote authenticated users to affect integrity via unknown vectors related to InnoDB ",Unspecified vulnerability ,affect integrity ,hasConsequences,0.9983887234096901
CVE-2014-0395 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect confidentiality via unknown vectors related to Updates Environment Mgmt a different vulnerability than CVE-2014-0394. ,Unspecified vulnerability ,affect confidentiality ,hasConsequences,0.9912113254485967
"CVE-2014-0401 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.72 and earlier Versionnumber,5.5.34 and earlier Versionnumber,and 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors ",Unspecified vulnerability ,affect availability ,hasConsequences,0.9983686812229994
CVE-2014-0403 Unspecified vulnerability in Oracle Java SE 6u65 and 7u45 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Deployment a different vulnerability than CVE-2013-5898 and CVE-2014-0375. ,Unspecified vulnerability ,affect confidentiality and integrity ,hasConsequences,0.9987502405502601
"CVE-2014-0405 Unspecified vulnerability in the Oracle VM VirtualBox component Oracle Virtualization VirtualBox prior to 3.2.20 Versionnumber,4.0.22 Versionnumber,4.1.30 Versionnumber,4.2.20 Versionnumber,and 4.3.4 allows local users to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Core a different vulnerability than CVE-2014-0407. ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9922199192948545
"CVE-2014-0407 Unspecified vulnerability in the Oracle VM VirtualBox component Oracle Virtualization VirtualBox prior to 3.2.20 Versionnumber,4.0.22 Versionnumber,4.1.30 Versionnumber,4.2.20 Versionnumber,and 4.3.4 allows local users to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Core a different vulnerability than CVE-2014-0405. ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9922247206185575
"CVE-2014-0411 Unspecified vulnerability in Oracle Java SE 5.0u55 Versionnumber,6u65 and 7u45; JRockit R27.7.7 and R28.2.9; Java SE Embedded 7u45; and OpenJDK 7 allows remote attackers to affect confidentiality and integrity via vectors related to JSSE NOTE: the previous information is from the January 2014 CPU. Oracle has not commented on third-party claims that this issue allows remote attackers to obtain sensitive information about encryption keys via a timing discrepancy during the TLS/SSL handshake. ",Unspecified vulnerability ,affect confidentiality and integrity ,hasConsequences,0.9961548991941261
CVE-2014-0413 Unspecified vulnerability in the Oracle Containers for J2EE component in Oracle Fusion Middleware 10.1.3.5 remote attackers to affect integrity via vectors related to HTTP Request Handling a different vulnerability than CVE-2014-0426. ,Unspecified vulnerability ,affect integrity ,hasConsequences,0.9846022422804587
"CVE-2014-0415 Unspecified vulnerability in Oracle Java SE 6u65 and 7u45 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Deployment a different vulnerability than CVE-2013-5889, CVE-2013-5902, CVE-2014-0410, CVE-2014-0418, and CVE-2014-0424. ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9981672452669231
"CVE-2014-0417 Unspecified vulnerability in Oracle Java SE 5.0u55 Product,6u65 Product,and 7u45 ; JavaFX 2.2.45 ; and Java SE Embedded 7u45 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to 2D ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9985246453628427
"CVE-2014-0419 Unspecified vulnerability in the Oracle Secure Global Desktop ( SGD ) component in Oracle Virtualization SGD before 4.63 with December 2013 PSU, 4.71, 5.0 with December 2013 PSU, and 5.10 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Administration Console and Workspace Web Applications ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9917175146598474
"CVE-2014-0421 Unspecified vulnerability in Oracle Solaris 10 when running on the SPARC64-X Platform, allows local users to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.996680466560693
"CVE-2014-0423 Unspecified vulnerability in Oracle Java SE 5.0u55 Product,6u65 and 7u45; JRockit R27.7.7 and R28.2.9; Java SE Embedded 7u45; and OpenJDK 7 allows remote authenticated users to affect confidentiality and availability via unknown vectors related to Beans NOTE: the previous information is from the January 2014 CPU. Oracle has not commented on third-party claims that this issue is an XML External Entity (XXE) vulnerability in DocumentHandler.java, related to Beans decoding. ",Unspecified vulnerability ,affect confidentiality and availability ,hasConsequences,0.9967446127450464
CVE-2014-0425 Unspecified vulnerability in the PeopleSoft Enterprise SCM Services Procurement component in Oracle PeopleSoft Products 9.2 allows remote authenticated users to affect confidentiality via unknown vectors related to Security ,Unspecified vulnerability ,affect confidentiality ,hasConsequences,0.9913076309428384
CVE-2014-0427 Unspecified vulnerability in the MySQL Server component in Oracle MySQL Product5.6.13 and earlier allows remote authenticated users to affect availability via vectors related to FTS ,Unspecified vulnerability ,affect availability ,hasConsequences,0.9966497035374197
"CVE-2014-0429 Unspecified vulnerability in Oracle Java SE 5.0u61 Product,6u71 Product,7u51 and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to 2D ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9979562097895929
CVE-2014-0431 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors related to InnoDB a different vulnerability than CVE-2013-5881. ,Unspecified vulnerability ,affect availability ,hasConsequences,0.9967454360326928
CVE-2014-0433 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.6.13 and earlier allows remote attackers to affect availability via unknown vectors related to Thread Pooling ,Unspecified vulnerability ,affect availability ,hasConsequences,0.9934209959360116
"CVE-2014-0435 Unspecified vulnerability in the Oracle Transportation Management component in Oracle Supply Chain Products Suite 6.1 Versionnumber,6.2 Versionnumber,6.3 Versionnumber,6.3 and6.3 allows remote authenticated users to affect availability via unknown vectors related to Data Means,Domain & Function Security ",Unspecified vulnerability ,affect availability ,hasConsequences,0.9893020705331307
"CVE-2014-0437 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.72 and earlier Versionnumber,5.5.34 and earlier Versionnumber,and 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors related to Optimizer ",Unspecified vulnerability ,affect availability ,hasConsequences,0.9983791581907503
CVE-2014-0439 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote authenticated users to affect integrity via unknown vectors related to Report Distribution ,Unspecified vulnerability ,affect integrity ,hasConsequences,0.994562318327899
CVE-2014-0441 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect availability via unknown vectors related to Integration Broker ,Unspecified vulnerability ,affect availability ,hasConsequences,0.9904529274325423
CVE-2014-0443 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 allows remote attackers to affect integrity via unknown vectors related to Security ,Unspecified vulnerability ,affect integrity ,hasConsequences,0.9902322963786907
CVE-2014-0445 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect integrity via vectors related to PIA Core Technology a different vulnerability than CVE-2014-0381. ,Unspecified vulnerability ,affect integrity ,hasConsequences,0.9908028701367244
CVE-2014-0447 Unspecified vulnerability in Oracle Solaris Product10 and 11.1 allows local users to affect availability via unknown vectors related to Kernel a different vulnerability than CVE-2013-5876. ,Unspecified vulnerability ,affect availability ,hasConsequences,0.9975541675412776
"CVE-2014-0449 Unspecified vulnerability in Oracle Java SE 6u71 Product,7u51 Product,and 8 and Java SE Embedded7u51 allows remote attackers to affect confidentiality via unknown vectors related to Deployment ",Unspecified vulnerability ,affect confidentiality ,hasConsequences,0.9990271391713043
"CVE-2014-0451 Unspecified vulnerability in Oracle Java SE 5.0u61, 6u71,7u51 Product,and 8 and Java SE Embedded7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via vectors related to AWT a different vulnerability than CVE-2014-2412. ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9989949548638568
"CVE-2014-0453 Unspecified vulnerability in Oracle Java SE 5.0u61 Product,6u71 Product,7u51 and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded7u51 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Security ",Unspecified vulnerability ,affect confidentiality and integrity ,hasConsequences,0.9962150787197595
"CVE-2014-0455 Unspecified vulnerability in Oracle Java SE 7u51 and 8 Product,and Java SE Embedded 7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Libraries a different vulnerability than CVE-2014-0432 and CVE-2014-2402. ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9989904013717098
"CVE-2014-0457 Unspecified vulnerability in Oracle Java SE 5.0u61 Product,SE 6u71 Product,7u51 and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Libraries ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9979413730800514
"CVE-2014-0459 Unspecified vulnerability in Oracle Java SE 7u51 and 8 Product,and Java SE Embedded 7u51 allows remote attackers to affect availability via unknown vectors related to 2D ",Unspecified vulnerability ,affect availability ,hasConsequences,0.9988139723918047
"CVE-2014-0461 Unspecified vulnerability in Oracle Java SE 6u71 Product,7u51 Product,and 8 and Java SE Embedded7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Libraries ",Unspecified vulnerability ,"affect confidentiality Weakness,integrity Weakness,and availability ",hasConsequences,0.9989686984592939
CVE-2014-0463 Unspecified vulnerability in Oracle Java SE 8 allows remote attackers to affect confidentiality via unknown vectors related to Scripting a different vulnerability than CVE-2014-0464. ,Unspecified vulnerability ,affect confidentiality ,hasConsequences,0.9970555476201067
CVE-2014-0465 Unspecified vulnerability in the Oracle OpenSSO component in Oracle Fusion Middleware 8 Update 2 Patch 5 allows remote authenticated users to affect integrity via unknown vectors related to Admin Console ,Unspecified vulnerability ,affect integrity ,hasConsequences,0.9910069371049718
"CVE-2014-0471 Directory traversal vulnerability in the unpacking functionality in dpkg Productbefore 1.15.9 Versionnumber,1.16.x before 1.16.13 Versionnumber,and 1.17.x before 1.17.8 allows remote attackers to write arbitrary files via a crafted source package Means,related to `` C-style filename quoting . '' ",Directory traversal vulnerability ,write arbitrary files ,hasConsequences,0.9972058819556967
"CVE-2014-0475 Multiple directory traversal vulnerabilities in GNU C Library (aka glibc or libc6) before 2.20 allow context-dependent attackers to bypass ForceCommand restrictions and possibly have other unspecified impact via a .. (dot dot) in a (1) LC (2) LANG, or other locale environment variable. ",Multiple directory traversal vulnerabilities ,bypass ForceCommand restrictions and possibly have other unspecified impact ,hasConsequences,0.9959567693207036
"CVE-2014-0497 Integer underflow in Adobe Flash Player before 11.7.700.261 and 11.8.x through 12.0.x before 12.0.0.44 on Windows and Mac OS X, and before 11.2.202.336 on Linux, allows remote attackers to execute arbitrary code via unspecified vectors ",Integer underflow ,execute arbitrary code ,hasConsequences,0.972319695274385
"CVE-2014-0507 Buffer overflow in Adobe Flash Player before 11.7.700.275 and 11.8.x through 13.0.x before 13.0.0.182 on Windows and OS X and before 11.2.202.350 on Linux, Adobe AIR before 13.0.0.83 on Android, Adobe AIR SDK before 13.0.0.83, and Adobe AIR SDK & Compiler before 13.0.0.83 allows attackers to execute arbitrary code via unspecified vectors ",Buffer overflow ,execute arbitrary code ,hasConsequences,0.929610553905065
CVE-2014-0511 Heap-based buffer overflow in Adobe Reader 11.0.06 allows remote attackers to execute arbitrary code via unspecified vectors as demonstrated by VUPEN during a Pwn2Own competition at CanSecWest 2014. ,Heap-based buffer overflow ,execute arbitrary code ,hasConsequences,0.9989444486808664
CVE-2014-0513 Stack-based buffer overflow in Adobe Illustrator CS6 before 16.0.5 and 16.2.x before 16.2.2 remote attackers to execute arbitrary code via unspecified vectors ,Stack-based buffer overflow ,execute arbitrary code ,hasConsequences,0.9929372851692918
"CVE-2014-0515 Buffer overflow in Adobe Flash Player before 11.7.700.279 and 11.8.x through 13.0.x before 13.0.0.206 on Windows and OS X, and before 11.2.202.356 on Linux, allows remote attackers to execute arbitrary code via unspecified vectors as exploited in the wild in April 2014. ",Buffer overflow ,execute arbitrary code ,hasConsequences,0.9722980363457705
CVE-2014-0527 Use-after-free vulnerability in Adobe Reader and Acrobat Product10.x before 10.1.10 and 11.x before 11.0.07 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors ,Use-after-free vulnerability ,execute arbitrary code ,hasConsequences,0.9655581457461027
CVE-2014-0529 Buffer overflow in Adobe Reader and Acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors ,Buffer overflow ,execute arbitrary code ,hasConsequences,0.9631939256998289
"CVE-2014-0531 Cross-site scripting ( XSS ) vulnerability in Adobe Flash Player before 13.0.0.223 and 14.x before 14.0.0.125 on Windows and OS X and before 11.2.202.378 on Linux, Adobe AIR before 14.0.0.110, Adobe AIR SDK before 14.0.0.110, and Adobe AIR SDK & Compiler before 14.0.0.110 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors a different vulnerability than CVE-2014-0532 and CVE-2014-0533. ",Cross-site scripting ( XSS ) vulnerability ,inject arbitrary web script or HTML ,hasConsequences,0.9656730967229661
