Text,Subject,Object,Relation,Confidence Score
"CVE-2014-0213 Multiple cross-site request forgery ( CSRF ) vulnerabilities in mod/assign/locallib.php Means in the Assignment subsystem in Moodle through 2.3.11, 2.4.x before 2.4.10, 2.5.x before 2.5.6, and 2.6.x before 2.6.3 allow remote attackers to hijack the authentication of teachers for quick-grading requests. ",cross-site request forgery ( CSRF ) ,Moodle ,hasProduct,0.9992980317542067
"CVE-2014-0223 Integer overflow in the qcow function in block/qcow.c in QEMU before 1.7.2 allows local users to cause a denial of service (crash) and possibly execute arbitrary code via a large image size, which triggers a buffer overflow or out-of-bounds read. ",buffer overflow ,QEMU ,hasProduct,0.9992053330346891
CVE-2014-0233 Red Hat OpenShift Enterprise 2.0 and 2.1 and OpenShift Origin allow remote authenticated users to execute arbitrary commands via shell metacharacters in a directory name that is referenced by a cartridge using the file : URI scheme ,execute arbitrary commands ,Red Hat OpenShift Enterprise ,hasProduct,0.9992454637043402
"CVE-2014-0251 Microsoft Windows SharePoint Services 3.0 SP3 ; SharePoint Server 2007 SP3 Product,2010 SP1 and SP2 and 2013 Gold and SP1; SharePoint Foundation2010 SP1 and SP2 and 2013 Gold and SP1; Project Server2010 SP1 and SP2 and 2013 Gold and SP1; Web Applications2010 SP1 and SP2 Office Web Apps Server 2013 Gold and SP1; SharePoint Server 2013 Client Components SDK; and SharePoint Designer 2007 SP3,2010 SP1 and SP2 and 2013 Gold and SP1 allow remote authenticated users to execute arbitrary code via crafted page content aka ""SharePoint Page Content Vulnerability."" ",execute arbitrary code ,Foundation2010 SP1 and SP2 ,hasProduct,0.9853772953285529
"CVE-2014-0251 Microsoft Windows SharePoint Services 3.0 SP3 ; SharePoint Server 2007 SP3 Product,2010 SP1 and SP2 and 2013 Gold and SP1; SharePoint Foundation2010 SP1 and SP2 and 2013 Gold and SP1; Project Server2010 SP1 and SP2 and 2013 Gold and SP1; Web Applications2010 SP1 and SP2 Office Web Apps Server 2013 Gold and SP1; SharePoint Server 2013 Client Components SDK; and SharePoint Designer 2007 SP3,2010 SP1 and SP2 and 2013 Gold and SP1 allow remote authenticated users to execute arbitrary code via crafted page content aka ""SharePoint Page Content Vulnerability."" ",execute arbitrary code ,Server2010 SP1 and SP2 ,hasProduct,0.9905829927234756
"CVE-2014-0257 Microsoft .NET Framework 1.0 SP3 Versionnumber,1.1 SP1 Versionnumber,2.0 SP2 Versionnumber,3.5 Versionnumber,3.5 Versionnumber.1,4 Versionnumber,4 and4 does not properly determine whether it is safe to execute a method, which allows remote attackers to execute arbitrary code via (1) a crafted web site or (2) a crafted .NET Framework application that exposes a COM server endpoint, aka ""Type Traversal Vulnerability."" ",execute arbitrary code ,Microsoft .NET Framework ,hasProduct,0.9980950251721308
"CVE-2014-0263 The Direct2D implementation in Microsoft Windows 7 SP1 Product,Windows Server 2008 R2 SP1 Product,Windows 8 Product,Windows 8 Product.1,Windows Server 2012 Gold and R2 Product,and Windows RT Gold and 8.1 allows remote attackers to execute arbitrary code via a large 2D geometric figure that is encountered with Internet Explorer aka ""Microsoft Graphics Component Memory Corruption Vulnerability."" ",execute arbitrary code ,"Microsoft Windows 7 SP1 Product,Windows Server 2008 R2 SP1 Product,Windows 8 Product,Windows 8 Product.1,Windows Server 2012 Gold and R2 Product,and Windows RT Gold and 8.1 ",hasProduct,0.9899710647698876
"CVE-2014-0315 Untrusted search path vulnerability in Microsoft Windows XP SP2 and SP3 Product,Windows Server 2003 SP2 Product,Windows Vista SP2 Product,Windows Server 2008 SP2 and R2 SP1 Product,Windows 7 SP1 Product,Windows 8 Product,Windows 8 Product.1,Windows Server 2012 Gold and R2 Product,and Windows RT Gold and 8.1 allows local users to gain privileges via a Trojan horse cmd.exe file in the current working directory as demonstrated by a directory that contains a .bat or .cmd file, aka ""Windows File Handling Vulnerability."" ",Untrusted search path vulnerability ,"Microsoft Windows XP SP2 and SP3 Product,Windows Server 2003 SP2 Product,Windows Vista SP2 Product,Windows Server 2008 SP2 and R2 SP1 Product,Windows 7 SP1 Product,Windows 8 Product,Windows 8 Product.1,Windows Server 2012 Gold and R2 Product,and Windows RT Gold and 8.1 ",hasProduct,0.9036079506898201
CVE-2014-0331 Cross-site scripting ( XSS ) vulnerability in the web administration interface in FortiADC with firmware before 3.2.1 allows remote attackers to inject arbitrary web script or HTML via the locale parameter to gui partA/ ,Cross-site scripting ( XSS ) vulnerability ,FortiADC with firmware ,hasProduct,0.997875902172192
"CVE-2014-0335 Multiple cross-site scripting ( XSS ) vulnerabilities in the web client in Serena Dimensions CM 12.2 build 7.199.0 allow remote attackers to inject arbitrary web script or HTML via the (1) DB (2) DB (3) DM (4) MAN DB (5) framecmd, (6) identifier, (7) merant.adm.adapters.AdmDialogPropertyMgr, (8) nav (9) nav (10) target (11) id, or (12) type parameter to the dimensions/ URI. ",Multiple cross-site scripting ( XSS ) vulnerabilities ,Serena Dimensions CM ,hasProduct,0.9970721052607483
CVE-2014-0337 Cross-site scripting ( XSS ) vulnerability in the web interface on Huawei Echo Life HG8247 routers with software before V100R006C00SPC127 allows remote attackers to inject arbitrary web script or HTML via an invalid TELNET connection attempt with a crafted username that is not properly handled during construction of the `` failed log-in attempts over telnet '' log view ,Cross-site scripting ( XSS ) vulnerability ,Huawei Echo Life HG8247 routers ,hasProduct,0.9972236653333227
CVE-2014-0339 Cross-site scripting ( XSS ) vulnerability in view.cgi in Webmin before 1.680 allows remote attackers to inject arbitrary web script or HTML via the search parameter ,Cross-site scripting ( XSS ) vulnerability ,Webmin ,hasProduct,0.9869529709064063
"CVE-2014-0341 Multiple cross-site scripting ( XSS ) vulnerabilities in PivotX before 2.3.9 allow remote authenticated users to inject arbitrary web script or HTML via the title field to (1) templates (2) templates or (3) templates (4) an event field to objects.php; or the (5) email or (6) nickname field to pages.php, related to templates ",Multiple cross-site scripting ( XSS ) vulnerabilities ,PivotX ,hasProduct,0.9880324558654591
CVE-2014-0349 Multiple unspecified vulnerabilities in J2k-Codec allow remote attackers to execute arbitrary code via a crafted JPEG 2000 file ,Multiple unspecified vulnerabilities ,J2k-Codec ,hasProduct,0.9882150889209064
"CVE-2014-0355 Multiple stack-based buffer overflows on the ZyXEL Wireless N300 NetUSB NBG-419N router with firmware 1.00 ( BFQ.6 ) C0 allow man-in-the-middle attackers to execute arbitrary code via (1) a long temp attribute in a yweather:condition element in a forecastrss file that is processed by the checkWeather function; the (2) WeatherCity or (3) WeatherDegree variable to the detectWeather function; unspecified input to the (4) UpnpAddRunRLQoS, (5) UpnpDeleteRunRLQoS, or (6) UpnpDeletePortCheckType function; or (7) the SET COUNTRY udps command. ",Multiple stack-based buffer overflows ,ZyXEL Wireless N300 NetUSB NBG-419N router ,hasProduct,0.9537276928522552
"CVE-2014-0367 Unspecified vulnerability in the Hyperion Essbase Administration Services component in Oracle Hyperion 11.1.2.1 Versionnumber,11.1.2.2 Versionnumber,and 11.1.2.3 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Admin Console ",Unspecified vulnerability ,Oracle Hyperion ,hasProduct,0.9937602595932948
CVE-2014-0369 Unspecified vulnerability in the Siebel Core - EAI component in Oracle Siebel CRM 8.1.1 and 8.2.2 allows remote attackers to affect confidentiality via unknown vectors related to Java Integration a different vulnerability than CVE-2015-0366. ,Unspecified vulnerability ,Oracle Siebel CRM ,hasProduct,0.9930624667298347
"CVE-2014-0371 Unspecified vulnerability in the Oracle Demantra Demand Management component in Oracle Supply Chain Products Suite 7.2.0.3 SQL-Server, 7.3.0.x, 7.3.1.x, 12.2.0, 12.2.1, and 12.2.2 allows remote authenticated users affect integrity via unknown vectors related to DM Others ",Unspecified vulnerability ,Oracle Supply Chain Products Suite ,hasProduct,0.9957811775661728
CVE-2014-0375 Unspecified vulnerability in Oracle Java SE 6u65 and 7u45 allows remote attackers to affect confidentiality andintegrity via unknown vectors related to Deployment a different vulnerability than CVE-2013-5898 and CVE-2014-0403. ,Unspecified vulnerability ,Oracle Java SE 6u65 and 7u45 ,hasProduct,0.985719532782495
"CVE-2014-0377 Unspecified vulnerability in the Core RDBMS component in Oracle Database Server 11.1.0.7 Versionnumber,11.2.0.3 Versionnumber,11.2.0.4 Versionnumber,and 12.1.0.1 allows remote authenticated users to affect confidentiality via vectors related to SYS tables ",Unspecified vulnerability ,Oracle Database Server ,hasProduct,0.996299020524687
CVE-2014-0381 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect integrity via vectors related to PIA Core Technology a different vulnerability than CVE-2014-0445. ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9929605187137784
CVE-2014-0383 Unspecified vulnerability in the Oracle Identity Manager component in Oracle Fusion Middleware 11.1.2.0 and 11.1.2.1 allows remote authenticated users to affect confidentiality via unknown vectors related to Identity Console ,Unspecified vulnerability ,Oracle Fusion Middleware ,hasProduct,0.9961178148215508
CVE-2014-0389 Unspecified vulnerability in Oracle iLearning 6 allows remote attackers to affect integrity via unknown vectors related to Learner Pages ,Unspecified vulnerability ,Oracle iLearning ,hasProduct,0.9902874778503903
"CVE-2014-0391 Unspecified vulnerability in the Oracle Identity Manager component Oracle Fusion Middleware 11.1.1.5 Versionnumber,11.1.1.7 Versionnumber,11.1.2.0 Versionnumber,and 11.1.2.1 allows remote attackers to affect confidentiality via unknown vectors related to End User Self Service ",Unspecified vulnerability ,Oracle Fusion Middleware ,hasProduct,0.9948501353188002
"CVE-2014-0393 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.71 and earlier Versionnumber,5.5.33 and earlier Versionnumber,and 5.6.13 and earlier allows remote authenticated users to affect integrity via unknown vectors related to InnoDB ",Unspecified vulnerability ,Oracle MySQL ,hasProduct,0.9972203633628195
CVE-2014-0395 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect confidentiality via unknown vectors related to Updates Environment Mgmt a different vulnerability than CVE-2014-0394. ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9948857941877618
"CVE-2014-0399 Unspecified vulnerability in the Oracle Transportation Management component in Oracle Supply Chain Products Suite 6.2 Versionnumber,6.3 Versionnumber,6.3 and6.3 allows remote authenticated users to affect confidentiality via unknown vectors related to Data Means,Domain & Function Security ",Unspecified vulnerability ,Oracle Supply Chain Products Suite ,hasProduct,0.9956924206398281
"CVE-2014-0401 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.72 and earlier Versionnumber,5.5.34 and earlier Versionnumber,and 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors ",Unspecified vulnerability ,Oracle MySQL ,hasProduct,0.9972325058076501
CVE-2014-0403 Unspecified vulnerability in Oracle Java SE 6u65 and 7u45 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Deployment a different vulnerability than CVE-2013-5898 and CVE-2014-0375. ,Unspecified vulnerability ,Oracle Java SE ,hasProduct,0.9939816173472545
"CVE-2014-0405 Unspecified vulnerability in the Oracle VM VirtualBox component Oracle Virtualization VirtualBox prior to 3.2.20 Versionnumber,4.0.22 Versionnumber,4.1.30 Versionnumber,4.2.20 Versionnumber,and 4.3.4 allows local users to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Core a different vulnerability than CVE-2014-0407. ",Unspecified vulnerability ,Oracle Virtualization VirtualBox ,hasProduct,0.9932758844364356
"CVE-2014-0407 Unspecified vulnerability in the Oracle VM VirtualBox component Oracle Virtualization VirtualBox prior to 3.2.20 Versionnumber,4.0.22 Versionnumber,4.1.30 Versionnumber,4.2.20 Versionnumber,and 4.3.4 allows local users to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Core a different vulnerability than CVE-2014-0405. ",Unspecified vulnerability ,Oracle Virtualization VirtualBox ,hasProduct,0.9933008324977584
CVE-2014-0413 Unspecified vulnerability in the Oracle Containers for J2EE component in Oracle Fusion Middleware 10.1.3.5 remote attackers to affect integrity via vectors related to HTTP Request Handling a different vulnerability than CVE-2014-0426. ,Unspecified vulnerability ,Oracle Fusion Middleware ,hasProduct,0.9918372118097748
"CVE-2014-0415 Unspecified vulnerability in Oracle Java SE 6u65 and 7u45 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Deployment a different vulnerability than CVE-2013-5889, CVE-2013-5902, CVE-2014-0410, CVE-2014-0418, and CVE-2014-0424. ",Unspecified vulnerability ,Oracle Java SE 6u65 and 7u45 ,hasProduct,0.98570502080892
"CVE-2014-0417 Unspecified vulnerability in Oracle Java SE 5.0u55 Product,6u65 Product,and 7u45 ; JavaFX 2.2.45 ; and Java SE Embedded 7u45 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to 2D ",Unspecified vulnerability ,"Oracle Java SE 5.0u55 Product,6u65 Product,and 7u45 ; JavaFX 2.2.45 ; and Java SE Embedded 7u45 ",hasProduct,0.974990987535562
"CVE-2014-0419 Unspecified vulnerability in the Oracle Secure Global Desktop ( SGD ) component in Oracle Virtualization SGD before 4.63 with December 2013 PSU, 4.71, 5.0 with December 2013 PSU, and 5.10 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Administration Console and Workspace Web Applications ",Unspecified vulnerability ,Oracle Virtualization SGD ,hasProduct,0.9937415063707576
"CVE-2014-0421 Unspecified vulnerability in Oracle Solaris 10 when running on the SPARC64-X Platform, allows local users to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors ",Unspecified vulnerability ,Oracle Solaris ,hasProduct,0.9910395793612613
CVE-2014-0425 Unspecified vulnerability in the PeopleSoft Enterprise SCM Services Procurement component in Oracle PeopleSoft Products 9.2 allows remote authenticated users to affect confidentiality via unknown vectors related to Security ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9946130910570565
"CVE-2014-0429 Unspecified vulnerability in Oracle Java SE 5.0u61 Product,6u71 Product,7u51 and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to 2D ",Unspecified vulnerability ,Embedded7u51 ,hasProduct,0.9490711909865012
CVE-2014-0431 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors related to InnoDB a different vulnerability than CVE-2013-5881. ,Unspecified vulnerability ,Oracle MySQL ,hasProduct,0.9972111895709612
CVE-2014-0433 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.6.13 and earlier allows remote attackers to affect availability via unknown vectors related to Thread Pooling ,Unspecified vulnerability ,Oracle MySQL ,hasProduct,0.9972049175538614
"CVE-2014-0435 Unspecified vulnerability in the Oracle Transportation Management component in Oracle Supply Chain Products Suite 6.1 Versionnumber,6.2 Versionnumber,6.3 Versionnumber,6.3 and6.3 allows remote authenticated users to affect availability via unknown vectors related to Data Means,Domain & Function Security ",Unspecified vulnerability ,Oracle Supply Chain Products Suite ,hasProduct,0.9956889792690545
"CVE-2014-0437 Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.72 and earlier Versionnumber,5.5.34 and earlier Versionnumber,and 5.6.14 and earlier allows remote authenticated users to affect availability via unknown vectors related to Optimizer ",Unspecified vulnerability ,Oracle MySQL ,hasProduct,0.9971953590392032
CVE-2014-0439 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote authenticated users to affect integrity via unknown vectors related to Report Distribution ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9948926320454948
CVE-2014-0441 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect availability via unknown vectors related to Integration Broker ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9948709749806064
CVE-2014-0443 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 allows remote attackers to affect integrity via unknown vectors related to Security ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9949155196226782
CVE-2014-0445 Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect integrity via vectors related to PIA Core Technology a different vulnerability than CVE-2014-0381. ,Unspecified vulnerability ,Oracle PeopleSoft Products ,hasProduct,0.9948188649054243
"CVE-2014-0453 Unspecified vulnerability in Oracle Java SE 5.0u61 Product,6u71 Product,7u51 and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded7u51 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Security ",Unspecified vulnerability ,Embedded7u51 ,hasProduct,0.9491409267271839
"CVE-2014-0457 Unspecified vulnerability in Oracle Java SE 5.0u61 Product,SE 6u71 Product,7u51 and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded7u51 allows remote attackers to affect confidentiality Weakness,integrity Weakness,and availability via unknown vectors related to Libraries ",Unspecified vulnerability ,Embedded7u51 ,hasProduct,0.9490291828319506
CVE-2014-0463 Unspecified vulnerability in Oracle Java SE 8 allows remote attackers to affect confidentiality via unknown vectors related to Scripting a different vulnerability than CVE-2014-0464. ,Unspecified vulnerability ,Oracle Java SE 8 ,hasProduct,0.9944489536880383
CVE-2014-0465 Unspecified vulnerability in the Oracle OpenSSO component in Oracle Fusion Middleware 8 Update 2 Patch 5 allows remote authenticated users to affect integrity via unknown vectors related to Admin Console ,Unspecified vulnerability ,Oracle Fusion Middleware ,hasProduct,0.9954706813773118
"CVE-2014-0467 Buffer overflow in copy.c in Mutt before 1.5.23 allows remote attackers to cause a denial of service ( crash ) via a crafted RFC2047 header line Means,related to address expansion ",Buffer overflow ,Mutt ,hasProduct,0.9989727409778238
"CVE-2014-0469 CVEStack-based buffer overflow in a certain Debian patch for xbuffy before 3.3.bl.3.dfsg-9 remote attackers to execute arbitrary code via the subject of an email Means,possibly related to indent subject lines ",CVE-2014-0469 CVEStack-based buffer overflow ,xbuffy ,hasProduct,0.9694332688948704
"CVE-2014-0475 Multiple directory traversal vulnerabilities in GNU C Library (aka glibc or libc6) before 2.20 allow context-dependent attackers to bypass ForceCommand restrictions and possibly have other unspecified impact via a .. (dot dot) in a (1) LC (2) LANG, or other locale environment variable. ",Multiple directory traversal vulnerabilities ,GNU C Library ,hasProduct,0.9895953919911309
"CVE-2014-0487 APT before 1.0.9 does not verify downloaded files if they have been modified as indicated using the If-Modified-Since header, which has unspecified impact and attack vectors. ",does not verify downloaded files ,APT ,hasProduct,0.9397721302995764
"CVE-2014-0497 Integer underflow in Adobe Flash Player before 11.7.700.261 and 11.8.x through 12.0.x before 12.0.0.44 on Windows and Mac OS X, and before 11.2.202.336 on Linux, allows remote attackers to execute arbitrary code via unspecified vectors ",Integer underflow ,Adobe Flash Player ,hasProduct,0.9586172140911194
"CVE-2014-0507 Buffer overflow in Adobe Flash Player before 11.7.700.275 and 11.8.x through 13.0.x before 13.0.0.182 on Windows and OS X and before 11.2.202.350 on Linux, Adobe AIR before 13.0.0.83 on Android, Adobe AIR SDK before 13.0.0.83, and Adobe AIR SDK & Compiler before 13.0.0.83 allows attackers to execute arbitrary code via unspecified vectors ",Buffer overflow ,Adobe Flash Player ,hasProduct,0.9688692292614702
CVE-2014-0511 Heap-based buffer overflow in Adobe Reader 11.0.06 allows remote attackers to execute arbitrary code via unspecified vectors as demonstrated by VUPEN during a Pwn2Own competition at CanSecWest 2014. ,Heap-based buffer overflow ,Adobe Reader ,hasProduct,0.9759809849839731
CVE-2014-0513 Stack-based buffer overflow in Adobe Illustrator CS6 before 16.0.5 and 16.2.x before 16.2.2 remote attackers to execute arbitrary code via unspecified vectors ,Stack-based buffer overflow ,Adobe Illustrator CS6 ,hasProduct,0.9881954863799645
"CVE-2014-0515 Buffer overflow in Adobe Flash Player before 11.7.700.279 and 11.8.x through 13.0.x before 13.0.0.206 on Windows and OS X, and before 11.2.202.356 on Linux, allows remote attackers to execute arbitrary code via unspecified vectors as exploited in the wild in April 2014. ",Buffer overflow ,Adobe Flash Player ,hasProduct,0.9690510447295477
CVE-2014-0529 Buffer overflow in Adobe Reader and Acrobat 10.x before 10.1.10 and 11.x before 11.0.07 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors ,Buffer overflow ,Adobe Reader and Acrobat ,hasProduct,0.9351341595240813
"CVE-2014-0531 Cross-site scripting ( XSS ) vulnerability in Adobe Flash Player before 13.0.0.223 and 14.x before 14.0.0.125 on Windows and OS X and before 11.2.202.378 on Linux, Adobe AIR before 14.0.0.110, Adobe AIR SDK before 14.0.0.110, and Adobe AIR SDK & Compiler before 14.0.0.110 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors a different vulnerability than CVE-2014-0532 and CVE-2014-0533. ",Cross-site scripting ( XSS ) vulnerability ,Adobe Flash Player ,hasProduct,0.9820234104270853
"CVE-2014-0533 Cross-site scripting ( XSS ) vulnerability in Adobe Flash Player before 13.0.0.223 and 14.x before 14.0.0.125 on Windows and OS X and before 11.2.202.378 on Linux, Adobe AIR before 14.0.0.110, Adobe AIR SDK before 14.0.0.110, and Adobe AIR SDK & Compiler before 14.0.0.110 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors a different vulnerability than CVE-2014-0531 and CVE-2014-0532. ",Cross-site scripting ( XSS ) vulnerability ,Adobe Flash Player ,hasProduct,0.9820242573611978
